Artist,Song,PlatinumGoldFlag
Lionel Richie,Just For You,0
Liquid People & Simple Minds,Monster,0
Liquid People & Talk Talk,It's My Life,0
Liquid State & Marcella Woods,Falling,0
Lisa Loeb & Nine Stories,Fools Like Me,0
Lisa Loeb & Nine Stories,Someone You Should Know,0
Lisa Lois,Hallelujah,0
Lisa Stansfield,Let's Just Call It Love,0
Lisa Stansfield,Treat Me Like A Woman,0
Lisa,Eternal Flame,0
Lisa,Light My Fire,0
Lisa,Superstar,0
Lisboa Mariza,Maria,0
Little Feat,What's Going On?,0
Little Mix,Cannonball,0
Little Mix,Wings,0
Live,Heaven,0
Livvi Franc & Pitbull,Now I'm That Chick,0
LL Cool J & Amerie,Paradise,0
LL Cool J,Baby,0
LL Cool J,Control Myself,0
LL Cool J,Headsprung,0
LL Cool J,Hush,0
LL Cool J,Luv U Better,0
LL Cool J,You & Me,0
Lloyd & Andre 3000 & Lil' Wayne,Dedication To My Ex (Miss That),0
Lloyd,You,0
LMC & U2,Take Me to the Clouds Above,0
LMFAO & Natalia Kills,Champagne Showers,0
LMFAO,I'm In Miami Trick,0
LMFAO,La La La,0
LMFAO,Party Rock Anthem,0
LMFAO,Sexy and I Know It,0
LMFAO,Shots,0
LMFAO,Sorry For The Party Rocking,0
Locomotives,Hallelujah,0
Lonely Island & Akon,I Just Had Sex,0
Loona,Rhythm of the Night,0
Lorde,Royals,0
Lorde,Team,1
Lorde,Tennis Court,0
Lordi,Hard Rock Hallelujah,0
Loreen,Euphoria,0
Lorie,SOS,0
Lorraine,Heaven,0
Los Lonely Boys,Heaven,0
Lost Patrol,Alright,0
Lost Witness,Home,0
Lou Bega,Gentlemen,0
Lou Bega,Lonely,0
Love & Theft,Runaway,0
Love Psychedelico,Freedom,0
Lovefreekz,Shine,0
Lovestern Galaktika,Superstar,0
Luca Hanni,Don't Think About Me,0
Lucenzo & Don Omar,Danza Kuduro,0
Lucky Twice,Lucky,0
Lucy Carr,Missing You,0
Lucy Pearl,Without You,0
Ludacris & Nate Dogg,Area Codes,0
Ludacris & Shaunna,Stand Up,0
Ludacris,Act A Fool,0
Ludacris,Diamond In The Back,0
Ludacris,Fatty Girl,0
Ludacris,Georgia,0
Ludacris,Get Back,0
Ludacris,Helluva Night,0
Ludacris,How low,0
Ludacris,Last Of A Dying Bread,0
Ludacris,Money Maker,0
Ludacris,Move Bitch,0
Ludacris,My Chick Bad,0
Ludacris,Number One Spot,0
Ludacris,One More Drink,0
Ludacris,Pimpin' All Over The World,0
Ludacris,Representin',0
Ludacris,Rollout (My Business),0
Ludacris,Runaway Love,0
Ludacris,Saturday (Oooh! Ooooh!),0
Ludacris,Sex Room,0
Ludacris,Southern Hospitality,0
Ludacris,Splash Waterfalls,0
Ludacris,The Rest Of My Life,0
Ludacris,What Them Girls Like,0
Lumidee,Crazy,0
Lumidee,Feel Like Making Love,0
Lumidee,Never Leave You (Uh Oooh Uh Oooh),0
Lupe Fiasco,Superstar,0
Lupe Fiasco,The Show Goes On,0
Luther Vandross,Dance With My Father,0
Luther Vandross,I'd Rather,0
Luther Vandross,Shine,0
Luther Vandross,Take You Out,0
Lutricia McNeal,Rise,0
Luz,Believe,0
Lykke Li,I follow rivers,0
Lynden David Hall,All You Need is Love,0
M2M,Everything,0
M Factor,Come Together,0
M-flo,Love Song,0
M-flo,Miss You,0
M. Pokora & Timbaland & Sebastian,Dangerous,0
Macklemore & Ryan Lewis,Can't Hold Us,0
Macklemore & Ryan Lewis,Same Love,0
Macklemore & Ryan Lewis,Thrift Shop,0
Macklemore & Ryan Lewis,White Walls,0
Macy Gray & Keziah Jones,Oh Yeah,0
Macy Gray,Finally Made Me Happy,0
Macy Gray,It Ain't The Money,0
Macy Gray,Relating To A Psychopath,0
Macy Gray,Sexual Revolution,0
Macy Gray,She Ain't Right For You,0
Macy Gray,Sweet Baby,0
Macy Gray,Treat Me Like Your Money,0
Macy Gray,We Will Rock You,0
Macy Gray,When I See You,0
Mad'house,Holiday,0
Mad'house,Like a Prayer,0
Madcon,Beggin',0
Madeline Peyroux,Smile,0
Mademoiselle K,Do You Love Me?,0
Madness,(You Keep Me) Hangin' On,0
Madness,Dust Devil,0
Madness,NW5,0
Madness,Shame & Scandal,0
Madness,Sorry,0
Madonna & Justin Timberlake,Four Minutes,0
"Madonna, Nicki Minaj & MIA",Give Me All Your Luvin',0
Madonna,Amazing,0
Madonna,American Life,0
Madonna,Celebration,0
Madonna,Die Another Day,0
Madonna,Get Together,0
Madonna,Girl gone wild,0
Madonna,Give It 2 Me,0
Madonna,Hey You,0
Madonna,Hollywood,0
Madonna,How High,0
Madonna,Hung Up,0
Madonna,I Love New York,0
Madonna,Into The Hollywood Groove,0
Madonna,It's So Cool,0
Madonna,Jump,0
Madonna,Love Profusion,0
Madonna,Masterpiece,0
Madonna,Miles Away,0
Madonna,Nothing Fails,0
Madonna,Revolver,0
Madonna,Sorry,0
Madonna,Thunderpuss,0
Madonna,What it Feels Like For a Girl,0
Magic Affair,Fly Away,0
Magic Box,For Your Love,0
Magic!,Rude,0
Magnet,Hold On,0
Magnus Backlund & Linda Lampenius,Burn,0
Majestic 12,With You,0
Major Lazer & DJ Snake,Lean On,0
Mando Diao,Gloria,0
Mandy & Randy,Mandy,0
Mandy & Randy,Nothing's Gonna Stop Us Now,0
Mandy Moore,Crush,0
Mann & Snoop Dogg & Iyaz,The Mack,0
Mans Zelmerlow,Cara Mia,0
Mans Zelmerlow,Hold On,0
Manu Chao,Me gustas tu,0
Marc Anthony,Tragedy,0
Marc Et Claude,All For Love,0
Marcus Miller,Free,0
Mariah Carey & Cam'ron,Boy (I Need You),0
Mariah Carey & Miguel,Beautiful,0
Mariah Carey & Ne-yo,The Angels Cry,0
Mariah Carey & Snoop Dogg,Say Something,0
Mariah Carey,Bringin' on the Heartbreak,0
Mariah Carey,Bye Bye,0
Mariah Carey,Don't Forget About Us,0
Mariah Carey,Friends,0
Mariah Carey,Funkin' For Jamaica,0
Mariah Carey,Get Your Number,0
Mariah Carey,I Stay In Love,0
Mariah Carey,I Want to Know What Love Is,0
Mariah Carey,I'll Be Lovin' U Long Time,0
Mariah Carey,It's Like That,0
Mariah Carey,Loverboy,0
Mariah Carey,Migrate,0
Mariah Carey,Never Too Far,0
Mariah Carey,Obsessed,0
Mariah Carey,Oh Santa!,0
Mariah Carey,Reflections (Care Enough),0
Mariah Carey,Shake it Off,0
Mariah Carey,Stay the Night,0
Mariah Carey,Through the Rain,0
Mariah Carey,Touch My Body,0
Mariah Carey,Up Out My Face,0
Mariah Carey,We Belong Together,0
Marillion,Between Me & You,0
Marillion,Don't Hurt Yourself,0
Marillion,See It Like A Baby,0
Marillion,Thankyou Whoever You Are,0
Marillion,This Is 21st Century,0
Marillion,You're Gone,0
Marilyn Manson,Tainted Love,0
Marina & The Diamonds,Hollywood,0
Marina & The Diamonds,I Am Not A Robot,0
Marina & The Diamonds,Obsessions / Mowgli's Road,0
Marina & The Diamonds,Oh No,0
Marina & The Diamonds,Radioactive,0
Mario Lopez,Alone,0
Mario Winans,I Don't Wanna Know,0
Mario,Braid My Hair,0
Mario,Break Up,0
Mario,C'mon,0
Mario,Crying Out For Me,0
Mario,Here I Go Again,0
Mario,How Could You,0
Mario,How Do I Breathe,0
Mario,Just a Friend,0
Mario,Let Me Love You,0
Mario,Ooh Baby,0
Mark Medlock & Dieter Bohlen,Unbelievable,0
Mark Medlock,Real Love,0
Mark Oh,Stuck On You,0
Mark Oh,Words,0
Mark Ronson & Amy Winehouse,Valerie,0
Mark Ronson & Bruno Mars,UPTOWN FUNK,0
Mark Ronson & Lily Allen,Oh My God,0
Mark Ryder,Joy,0
Marlon Roudette,New Age,0
Maroon 5 & Christina Aguilera,Moves Like Jagger,0
Maroon 5 & Rihanna,If I Never See Your Face Again,0
Maroon 5 & Wiz Khalifa,Payphone,0
Maroon 5,Animals,0
Maroon 5,Come Away To The Water,0
Maroon 5,Daylight,0
Maroon 5,Everyday People,0
Maroon 5,Give A Little More,0
Maroon 5,Harder to Breathe,0
Maroon 5,Love Somebody,0
Maroon 5,Makes Me Wonder,0
Maroon 5,Maps,0
Maroon 5,Misery,0
Maroon 5,Must Get Out,0
Maroon 5,Never Gonna Leave This Bed,0
Maroon 5,Nothing Lasts Forever,0
Maroon 5,One More Night,0
Maroon 5,She Will Be Loved,0
Maroon 5,Stutter,0
Maroon 5,Sunday Morning,0
Maroon 5,This Love,0
Maroon 5,Wake Up Call,0
Maroon 5,Wipe Your Eyes,0
Maroon 5,Won't Go Home Without You,0
Marques Houston,Because of You,0
Marti Pellow,Close to You,0
Martin Garrix,Animals,1
Martin L Gore,Stardust,0
Martin Solveig,C'est La Vie,0
Martin Solveig,Everybody,0
Martin Solveig,Hello,0
Martin Solveig,Jealousy,0
Martina McBride,I Beg Your Pardon (I Never Promised You a Rose Garden),0
Mary J Blige & Brook-lyn,Enough Cryin',0
Mary J Blige & Eve,Not Today,0
Mary J Blige & Ja Rule,Rainy Dayz,0
Mary J Blige & Method Man,Love At 1st Sight,0
Mary J Blige & U2,One,0
Mary J Blige,Be Without You,0
Mary J Blige,Bridge Over Troubled Water,0
Mary J Blige,Da MVP,0
Mary J Blige,Dance For Me,0
Mary J Blige,Don't Go,0
Mary J Blige,Each tear,0
Mary J Blige,Family Affair,0
Mary J Blige,Got To Be Real,0
Mary J Blige,I Am,0
Mary J Blige,Just Fine,0
Mary J Blige,Love At 1st Sight,0
Mary J Blige,Mjb Da Mvp,0
Mary J Blige,Mr Wrong,0
Mary J Blige,Never Too Much,0
Mary J Blige,No More Drama,0
Mary J Blige,Ooh!,0
Mary J Blige,Take Me As I Am,0
Mary J Blige,The Living Proof,0
Mary J Blige,The One,0
Mary J Blige,Work That,0
Masaharu Fukuyama,I am a HERO,0
Masaharu Fukuyama,Tanjo-bi ni wa Mashiro na Yuri o/Get the Groove,0
"Massive Attack & The 3D, Daddy G & Horace Andy",Splitting The Atom,0
Massive Attack,Butterfly Caught,0
Massive Attack,False Flags,0
Massive Attack,Live with Me,0
Massive Attack,Special Cases,0
Matchbox Twenty,Bright Lights,0
Matchbox Twenty,Disease,0
Matchbox Twenty,How Far We've Come,0
Matchbox Twenty,Mad Season,0
Matchbox Twenty,Our Song,0
Matchbox Twenty,She's So Mean,0
Matchbox Twenty,Unwell,0
Matsi,Free,0
Matt Bianco,Fire,0
Matt Cardle,When We Collide,0
Mattafix,Big City Life,0
Matthew Schuler,Hallelujah,0
Max Graham & Yes,Owner of a Lonely Heart,0
Max Sedgley,Happy,0
McAlmont & Butler,Falling,0
McFly,Stay With Me,0
McFly,You've Got a Friend,0
Meat Loaf & Marion Raven,It's All Coming Back to Me Now,0
Meat Loaf,Couldn't Have Said it Better,0
Meat Loaf,Cry Over Me,0
Meat Loaf,Did I Say That?,0
Meat Loaf,Man of Steel,0
Meck & Leo Sayer,Thunder In My Heart Again,0
Medina,You & I,0
Meets Kreva,Magic,0
Meghan Trainor & John Legend,Like I'm Gonna Lose You,0
Meghan Trainor,All About That Bass,1
Mehrzad Marashi,Don't Believe,0
Melanie Martinez,Too Close,0
Melanie Thornton,Forever,0
Melee,Built To Last,0
Melissa O'Neil,Alive,0
Melody,Over the Rainbow,0
Meryl Streep,Mamma Mia,0
Metallica,All Nightmare Long,0
Metallica,Cyanide,0
Metallica,Frantic,0
Metallica,My Apocalypse,0
Metallica,St Anger,0
Metallica,That Was Just Your Life,0
Metallica,The Day that Never Comes,0
Metallica,The Judas Kiss,0
Metallica,The Unforgiven III,0
Metallica,The Unnamed Feeling,0
Metis,Respect,0
Metro Station,Shake It,0
Metronomy,The Look,0
Mgmt,Kids,0
Mia Aegerter,Alive,0
MIA,Paper Planes,0
Michael Andrews & Gary Jules,Mad World,0
Michael Bolton,All for love (a miragem),0
Michael Buble & Ivan Lins,Wonderful Tonight,0
Michael Buble & Laura Pausini,You'll Never Find Another Love Like Mine,0
Michael Buble & Nelly Furtado,"Quando, Quando, Quando",0
Michael Buble,All I Want For Christmas is You,0
Michael Buble,Christmas (Baby Please Come Home),0
Michael Buble,Crazy Little Thing Called Love,0
Michael Buble,Cry Me a River,0
Michael Buble,Everything,0
Michael Buble,Feeling Good,0
Michael Buble,Fever,0
Michael Buble,Have Yourself a Merry Little Christmas,0
Michael Buble,Haven't Met You Yet,0
Michael Buble,Hold On,0
Michael Buble,Hollywood,0
Michael Buble,Home / Song For You,0
Michael Buble,Home,0
Michael Buble,It Had Better Be Tonight,0
Michael Buble,It's a Beautiful Day,0
Michael Buble,It's Beginning to Look a Lot Like Christmas,0
Michael Buble,Kissing a Fool,0
Michael Buble,Let it Snow! Let it Snow! Let it Snow!,0
Michael Buble,Lost,0
Michael Buble,Me & Mrs Jones,0
Michael Buble,Santa Claus is Coming to Town,0
Michael Buble,Save the Last Dance For Me,0
Michael Buble,Sway,0
Michael Buble,Theme From 'Spider Man',0
Michael Jackson & Akon,Hold My Hand,0
Michael Jackson & Akon,Wanna Be Startin' Somethin' 2008,0
Michael Jackson & Fergie,Beat It 2008,0
Michael Jackson & Justin Timberlake,Love Never Felt So Good,0
Michael Jackson & will.i.am,The Girl Is Mine 2008,0
Michael Jackson,Billie Jean (2006),0
Michael Jackson,Butterflies,0
Michael Jackson,Cry,0
Michael Jackson,Dangerous,0
Michael Jackson,Don't Stop 'Til You Get Enough (2006),0
Michael Jackson,Maria (You Were The Only One),0
Michael Jackson,One More Chance,0
Michael Jackson,Smile,0
Michael Jackson,The Cheater,0
Michael Jackson,This is It,0
Michael Jackson,Thriller Megamix,0
Michael Jackson,Unbreakable,0
Michael Jackson,You Rock My World,0
Michael Moog,You Belong to Me,0
Michel Fuentes,Anything,0
Michel Telo,Ai se eu te pego!,0
Michelle Branch,All You Wanted,0
Michelle Branch,Are You Happy Now,0
Michelle Branch,Breathe,0
Michelle Branch,Everywhere,0
Michelle Chamuel,Why?,0
Mick Jagger & Lenny Kravitz,God Gave Me Everything,0
Mickael Turtle,Ghostbusters,0
Micky Modelle & Jessy,Dancing in the Dark,0
Miguel,Adorn,1
Mihimaru Gt,Yeah!,0
Miho,Rock the Boat,0
Mika & Chiara,Stardust,0
Mika & Redone,Kick Ass,0
Mika,Big Girl (You Are Beautiful),0
Mika,Blame It On the Girls,0
Mika,Grace Kelly,0
Mika,Happy Ending,0
Mika,Lollipop,0
Mika,Love Today,0
Mika,Popular Song,0
Mika,Rain,0
Mika,"Relax, Take It Easy",0
Mika,We Are Golden,0
Mike & The Mechanics,One Left Standing,0
Mike Levy,Someone Like You,0
Mike Oldfield,Be Free,0
Mike Oldfield,To Be Free,0
Mike Posner,Cooler than me,0
Mike Posner,Please Don't Go,0
Miles Davis,Time After Time,0
Miles,Teenage Dream,0
Miley Cyrus & John Travolta,I Thought I Lost You,0
Miley Cyrus,7 Things,0
Miley Cyrus,Adore You,0
Miley Cyrus,Best of Both Worlds,0
Miley Cyrus,Breakout,0
Miley Cyrus,Butterfly Fly Away,0
Miley Cyrus,Can't Be Tamed,0
Miley Cyrus,Drive,0
Miley Cyrus,Fly On The Wall,0
Miley Cyrus,Girls Night Out,0
Miley Cyrus,Gonna Get This,0
Miley Cyrus,He Could Be The One,0
Miley Cyrus,Hoedown Throwdown,0
Miley Cyrus,I Got Nerve,0
Miley Cyrus,I Wanna Know You,0
Miley Cyrus,Ice Cream Freeze (Let's Chill),0
Miley Cyrus,If We Were A Movie,0
Miley Cyrus,Is This the Life,0
Miley Cyrus,Just Like You,0
Miley Cyrus,Let's Get Crazy,0
Miley Cyrus,Life's What You Make It,0
Miley Cyrus,Make Some Noise,0
Miley Cyrus,Nobody's perfect,0
Miley Cyrus,Ordinary Girl,0
Miley Cyrus,Party In The U.s.a.,0
Miley Cyrus,Pumpin' Up The Party,0
Miley Cyrus,Rock Star,0
Miley Cyrus,See You Again,0
Miley Cyrus,Someone Else,0
Miley Cyrus,Start All Over,0
Miley Cyrus,Stay,0
Miley Cyrus,The Climb,0
Miley Cyrus,The Other Side Of Me,0
Miley Cyrus,True Friend,0
Miley Cyrus,We Can't Stop,0
Miley Cyrus,When I Look At You,0
Miley Cyrus,Who Said,0
Miley Cyrus,Wrecking Ball,1
Miley Cyrus,You'll Always Find Your Way Back Home,0
Milk Inc,Time,0
Milk Inc,Tonight,0
Milky,Just the Way You Are,0
Millane Fernandez,I Miss You,0
Milow,Ayo Technology,0
Mims,This Is Why I'm Hot,0
Mina,Alibi,0
Mina,Certe cose si fanno,0
Mina,Don't call me baby (Can't take my eyes off you),0
Mina,Succhiando l'uva,0
Mini Viva,I Wish,0
Mint Royale,Singin' in the Rain,0
Miranda Lambert & Carrie Underwood,Something Bad,0
Mis-Teeq,Scandalous,0
Mis-Teeq,Why?,0
Misia & DCT,I Miss You,0
Misia,Any Love,0
Misia,As For The Night When You Cannot Sleep Your Consequence,0
Misia,Back Blocks,0
Misia,Close To My Heart,0
Misia,Colors Of Life,0
Misia,Don't Stop the Music,0
Misia,Future Funk,0
Misia,Groovin',0
Misia,In My Soul,0
Misia,Little Rose,0
Misia,Over Bit,0
Misia,Rhythm Reflection,0
Misia,Royal Chocolate Flush,0
Misia,Sea Of Dreams,0
Misia,Snow Song,0
Misia,Song For You,0
Misia,Sunshine,0
Misia,The Best of Times,0
Misia,The Love Parade,0
Misia,To Be in Love,0
Miss Shiva,Dreams,0
Missy 'Misdemeanor' Elliott,4 My People,0
Missy 'Misdemeanor' Elliott,Can't Stop,0
Missy 'Misdemeanor' Elliott,Ching-A-Ling,0
Missy 'Misdemeanor' Elliott,Get UR Freak On,0
Missy 'Misdemeanor' Elliott,Gossip Folks,0
Missy 'Misdemeanor' Elliott,I'm Really Hot,0
Missy 'Misdemeanor' Elliott,Lose Control,0
Missy 'Misdemeanor' Elliott,On & On,0
Missy 'Misdemeanor' Elliott,One Minute Man,0
Missy 'Misdemeanor' Elliott,Pass That Dutch,0
Missy 'Misdemeanor' Elliott,Pussy Cat,0
Missy 'Misdemeanor' Elliott,Shake Your Pom Pom,0
Missy 'Misdemeanor' Elliott,Superfreakon,0
Missy 'Misdemeanor' Elliott,Take Away,0
Missy 'Misdemeanor' Elliott,Teary Eyed,0
Missy 'Misdemeanor' Elliott,We Run This,0
Missy 'Misdemeanor' Elliott,Work It,0
MKTO,Classic,0
MKTO,Thank You,0
Mobb Deep,Burn,0
Mobin Master,Show Me Love,0
Moby & Debbie Harry,New York New York,0
Moby & Mylene Farmer,Slipping Away (Crier la vie),0
Moby,Beautiful,0
Moby,Disco Lies,0
Moby,Extreme Ways (Bourne's Ultimatum),0
Moby,Extreme Ways,0
Moby,In This World,0
Moby,Jam For The Ladies,0
Moby,Lift Me Up,0
Moby,Slipping Away,0
Moby,Southside,0
Moby,Spiders,0
Moby,Sunday,0
Moby,We Are All Made of Stars,0
Modern Talking,Last Exit To Brooklyn,0
Modern Talking,Mrs Robota,0
Modern Talking,Ready For The Victory,0
Modern Talking,Shooting Star,0
Modern Talking,TV Makes The Superstar,0
Modern Talking,Win The Race,0
Modern Talking,Witch Queen Of Eldorado,0
Mohombi & Nelly,Miss Me,0
Mondotek,Alive,0
Moneybrother,Stormy Weather (Keeps Rainin' All the Time),0
Monica,All Eyez On Me,0
Monica,Everything To Me,0
Monica,Everytime Tha Beat Drop,0
Monica,Just Another Girl,0
Monica,Knock Knock,0
Monica,Love All Over Me,0
Monica,So Gone,0
Monica,Too Hood,0
Monica,U Should've Known Better,0
Monkey Majik,Another Day,0
Monkey Majik,Around the World,0
Monkey Majik,Change,0
Monobright,SOS,0
Monroe,Smile,0
Monrose,Shame,0
Morandi,Love Me,0
Morjac & Raz Conway,Stars,0
Morning Musume,Help Me!!,0
Morning Musume,Wagamama Ki no Mama Ai no Joke/Ai no Gundan,0
Morrissey,All You Need Is Me,0
Morrissey,America Is Not The World,0
Morrissey,First of the Gang to Die,0
Morrissey,Glamorous Glue,0
Morrissey,I Have Forgiven Jesus,0
Morrissey,I Just Want To See The Boy Happy,0
Morrissey,I'm Not Sorry,0
Morrissey,I'm Throwing My Arms Around Paris,0
Morrissey,In the Future When All's Well,0
Morrissey,Irish Blood English Heart,0
Morrissey,Let Me Kiss You,0
Morrissey,Redondo Beach,0
Morrissey,Something Is Squeezing My Skull,0
Morrissey,That's How People Grow Up,0
Morrissey,The Youngest Was the Most Loved,0
Morrissey,There is a Light That Never Goes Out,0
Morrissey,You Have Killed Me,0
Mousse T & Emma Lanford,Fire,0
Mousse T,Pop Muzik,0
Mr Big,Shine,0
Mr Blistah,Candy,0
"Mr Cheeks & Missy 'Misdemeanor' Elliott, P Diddy","Lights, Camera, Action!",0
Mr Children,Any,0
Mr Children,Fake,0
Mr Children,Footsteps Be Strong,0
Mr Children,Gift,0
Mr Children,Hanabi,0
Mr Children,Hero,0
Mr Children,Houkiboshi,0
Mr Children,I Love You,0
Mr Children,Inori (Namida no Kido-) / End of the Day/Pieces,0
Mr Children,Kind Song,0
Mr Children,Paddle,0
Mr Children,Palm/walnut,0
Mr Children,Shirushi,0
Mr Children,Sign,0
Mr Children,Worlds End,0
Mr Children,You Favorite,0
Mr Children,Youthful Days,0
Mr Hudson & Kanye West,Supernova,0
Mr Probz,Waves,0
Mstrkrft & John Legend,Heartbreaker,0
Mumford & Sons,I'll Wait,0
Mumford & Sons,Little Lion Man,0
Mumford & Sons,The Cave,0
Murphy Brown,Axel F,0
Muse,Bliss,0
Muse,Butterflies & Hurricanes,0
Muse,Dead Star,0
Muse,Feeling Good,0
Muse,Hyper Music,0
Muse,Hysteria,0
Muse,In Your World,0
Muse,Invincible,0
Muse,Knights of Cydonia,1
Muse,Madness,1
Muse,Map Of The Problematique,0
Muse,Neutron Star Collision (Love Is Forever),0
Muse,Newborn,0
Muse,Plug in Baby,0
Muse,Resistance,0
Muse,Sing For Absolution,0
Muse,Starlight,1
Muse,Stockholm Syndrome,0
Muse,Supermassive Black Hole,1
Muse,Time is Running Out,1
Muse,Undisclosed Desires,0
Muse,Uprising,0
Music,Geragerapo in Festival,0
Musique & U2,New Years Dub,0
My Chemical Romance,Desolation Row,0
My Chemical Romance,Famous Last Words,0
My Chemical Romance,Helena (So Long & Goodnight),0
My Chemical Romance,I Don't Love You,0
My Chemical Romance,I'm Not Okay (I Promise),0
My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na),0
My Chemical Romance,Sing,0
My Chemical Romance,Teenagers,0
My Chemical Romance,Thank You For The Venom,0
My Chemical Romance,The Ghost of You,0
My Chemical Romance,Welcome to the Black Parade,0
My Little Lover,Fantasy,0
Mya,Free,0
Mylene Farmer & Seal,Les Mots,0
Mystery Jets,Young Love,0
N Sync,Celebrity,0
N Sync,Girlfriend,0
N Sync,Gone,0
N Sync,I Believe in You,0
N Sync,Pop,0
N-Dubz,I Need You,0
N-Trance,Forever,0
Namnambulu,Alone,0
Nancy Sinatra,Let Me Kiss You,0
Naoya Urata & Ayumi Hamasaki,Dream On,0
Narcotic Thrust,I Like It,0
NAS & Damian Marley,As We Enter,0
NAS,Bridging The Gap,0
NAS,Get Down,0
NAS,Got Ur Self A,0
NAS,Hero,0
NAS,Hip Hop is Dead,0
NAS,I Can,0
NAS,Last Real Nigga Alive,0
NAS,Made You Look,0
NAS,Nasty,0
NAS,One Mic,0
NAS,Oochie Wally,0
NAS,Rule,0
Natacha Atlas,Sorry,0
Natalia & En Vogue,Glamorous,0
Natalia & The Pointer Sisters,Sisters Are Doin' it For Themselves,0
Natalia Kills & will.i.am,Free,0
Natalia,I Want You Back,0
Natalia,Without You,0
Natalie Bassingthwaighte,Alive,0
Natalie Cole,Tell Me All About It,0
Natalie Imbruglia,Beauty On The Fire,0
Natalie Imbruglia,Counting Down the Days,0
Natalie Imbruglia,Glorious,0
Natalie Imbruglia,Just Another Day,0
Natalie Imbruglia,Shikaiya (For Billy),0
Natalie Imbruglia,Shiver,0
Natalie Imbruglia,That Day,0
Natalie Imbruglia,Want,0
Natalie Imbruglia,Wrong Impression,0
Natascha Hagen,Love Will Keep Us Together,0
Natasha Bedingfield,Angel,0
Natasha Bedingfield,I Bruise Easily,0
Natasha Bedingfield,I Want to have your babies,0
Natasha Bedingfield,Love Like This,0
Natasha Bedingfield,Pocketful Of Sunshine,0
Natasha Bedingfield,Single,0
Natasha Bedingfield,Soulmate,0
Natasha Bedingfield,Strip Me,0
Natasha Bedingfield,The One That Got Away,0
Natasha Bedingfield,These Words,0
Natasha Bedingfield,Unwritten,0
Natasha Thomas,Why?,0
Nathaniel,You,0
Naturally 7,In the Air Tonight,0
Natural,Paradise,0
Naturi Naughton,Fame,0
Naughty Boy & Sam Smith,La La La,0
NB Ridaz,Runaway,0
Ne-Yo,Beautiful Monster,0
Ne-Yo,Because of You,0
Ne-Yo,Can We Chill,0
Ne-Yo,Champagne Life,0
Ne-Yo,Closer,0
Ne-Yo,Do You,0
Ne-Yo,Go On Girl,0
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),0
Ne-Yo,Mad,0
Ne-Yo,Miss Independent,0
Ne-Yo,Never Knew I Needed,0
Ne-Yo,One in a Million,0
Ne-Yo,Sexy Love,0
Ne-Yo,She Got Her Own,0
Ne-Yo,So Sick,0
Ne-Yo,Stay,0
Ne-Yo,When You're Mad,0
Negatyw,Alone,0
Nehemiah,We Can Work it Out,0
Neil Diamond,Pretty Amazing Grace,0
Neil Diamond,Sweet Caroline (2008),0
Nelly & Akon & T-pain,Move That Body,0
Nelly & Christina Aguilera,Tilt Ya Head Back,0
Nelly & Kelly Rowland,Dilemma,0
Nelly & Kelly Rowland,Gone,0
Nelly & Keri Hilson,Liv Tonight,0
"Nelly & Paul Wall, Ali & Gipp",Grillz,0
Nelly & St Lunatics,Air Force Ones,0
Nelly & St Lunatics,Batter Up,0
Nelly & Tim McGraw,Over & Over,0
Nelly Furtado & Juanes,Te busque,0
Nelly Furtado & Timbaland,Promiscuous,0
Nelly Furtado & Timbaland,Return The Favor,0
Nelly Furtado,...On the Radio,0
Nelly Furtado,All Good Things (Come to an End),0
Nelly Furtado,Do It,0
Nelly Furtado,Explode,0
Nelly Furtado,Forca,0
Nelly Furtado,I'm Like a Bird,0
Nelly Furtado,In God's Hands,0
Nelly Furtado,Maneater,0
Nelly Furtado,Manos al aire,0
Nelly Furtado,No Hay Igual,0
Nelly Furtado,Powerless (Say What You Want),0
Nelly Furtado,Say It Right,0
Nelly Furtado,Try,0
Nelly Furtado,Turn Off the Light,0
"Nelly, P Diddy & Murphy Lee",Shake Ya Tailfeather,0
Nelly,Body On Me,0
Nelly,EI,0
Nelly,Errtime,0
Nelly,Flap Your Wings,0
Nelly,Hey Porsche,0
Nelly,Hot in Herre,0
Nelly,Iz U,0
Nelly,Just A Dream,0
Nelly,My Place,0
Nelly,N Dey Say,0
Nelly,Na Na Na,0
Nelly,Number 1,0
Nelly,Party People,0
Nelly,Pimp Juice,0
Nelly,Ride Wit Me,0
Nelly,Stepped on My J'z,0
Nelly,The Champ,0
Nelly,Wadsyaname,0
Nelly,Warrior,0
Nelly,Work It,0
Nena & Duncan Townsend,Caravan of Love,0
Nena & Kim Wilde,"Anyplace, Anywhere, Anytime",0
Nena & Kim Wilde,Om Du Stannar Hos Mig,0
"Nena, Olli & Remmler",Ich kann nix dafur,0
Nena,In meinem Leben,0
Nena,Lass mich Dein Pirat sein,0
Nena,Leuchtturm 2002,0
Nena,Liebe ist,0
Nena,Mach die Augen auf,0
Nena,Willst du mit mir gehn,0
Nena,Wir sind wahr,0
Nena,Wunder gescheh'n,0
Neon Trees,Animal,0
Neon Trees,Everybody Talks,1
NERD & Nelly Furtado,Hot-n-fun,0
NERD,Maybe,0
NERD,She Wants to Move,0
Nerina Pallot,Patience,0
Nevada Tan,Revolution,0
New Edition,Hot 2Nite,0
